,Project_ID,Organization,Project_start_date,Project_end_date,Organization_size,IT_dpt_size,Customer_type,Estimated_Duration,Actual_Duration,Project_Profit_Loss_percent,Project_type,Development_type,Estimated_effort,Management_clarity,Training_effort,User_resistance,Software_licence_cost,hardware_cost,Development_cost,maintainance_cost,Additional_cost,Estimated_total_cost,Requirement_stability,Manager_experience,Development_team_experience,Maintanainance_support_team_experience,Machine_learning_team_experience,Data_Analysis_team experience,Team_size,Daily_work_hours,Level_of_outsourcing,Software_availability,Software_accuracy,Software_stability,Cloud_platform_type,Computing_Tier,Programming_language_used,DB_used,Open_source_tool_used,Degree_of_software_reuse,Increase_in_productivity,Change_in_waiting_time,Change_avg_wait_time,Change_avg_call_duration,Change_in_revenue
205,205,Company_3,2019-07-11,2020-01-18,2.0,4.8,3,190.4,206.0,39.188588900034354,Machine Learning chatbot,Feature-Driven,13843.199999999999,5.0,5437.209839888038,2.0,1443.0,3870.0,7.24,1766.1312,531.4,36115.581369863015,2.0,6.0,6.0,9.0,6.0,6.0,12.8,8,3.24,95,87.172,75,Oracle,T1,Java,MongoDB,T3,4,67,33,33,-26,-11
206,206,Company_7,2020-10-14,2022-07-28,5.0,5.0,7,650.5,463.0,45.934896738086636,Hybrid model,Lean,20742.399999999998,6.0,6963.683774828543,2.0,1788.0,3191.0,7.6,1413.088,507.0,73585.79506849316,4.0,7.0,12.0,12.0,7.0,4.0,10.0,8,2.6,75,92.28,95,IBM,T3,Java,Oracle,T4,5,47,40,40,-74,-88
207,207,Company_3,2022-09-16,2026-06-01,5.0,6.0,3,1352.5,678.0,31.807164340484135,Machine Learning chatbot,Agile,45561.6,6.0,10508.689336650468,2.0,1779.0,3861.0,7.6,1495.088,507.0,119349.54739726025,3.0,9.0,3.0,6.0,7.0,6.0,14.0,8,3.6,95,87.28,75,Salesforce,T1,Java,MongoDB,T3,4,47,40,40,-97,84
208,208,Company_1,2022-12-21,2026-12-10,5.0,4.0,1,1448.5,307.0,34.162062015911104,button-based,Scrum,41260.799999999996,5.0,17008.127756305395,2.0,1686.0,3008.0,7.6,1567.088,545.0,48135.24493150685,3.0,8.0,5.0,6.0,7.0,6.0,26.0,8,5.6,85,92.28,80,Azure,T3,Python,Oracle,T1,6,15,-52,-52,-37,28
209,209,Company_6,2022-07-30,2026-02-25,5.0,6.0,6,1304.5,128.0,29.051597353952697,Linguistic Based,Lean,14336.0,6.0,3888.774045579657,3.0,2786.0,3220.0,7.6,1501.088,528.0,23689.74904109589,3.0,4.0,9.0,7.0,7.0,7.0,22.0,8,4.6,90,74.28,82,GCP,T5,Python,MySQL,T2,7,55,41,41,6,-71
210,210,Company_6,2019-03-26,2019-06-18,4.0,5.6,6,82.8,275.0,18.320574968922482,Linguistic Based,Feature-Driven,30799.999999999996,7.0,8968.644680012756,2.0,2089.0,3286.0,7.48,1830.1024,476.8,48661.8904109589,2.0,5.0,13.0,8.0,8.0,2.0,21.6,8,4.48,90,74.244,82,AWS,T5,Python,MySQL,T2,7,88,-67,-67,78,62
211,211,Company_5,2019-06-10,2019-11-17,4.0,6.6,5,158.8,431.0,36.825632346199576,Keyword recognition-based,Scrum,106198.4,7.0,25721.129664885077,2.0,2165.0,4540.0,7.48,1451.1024,545.8,86383.73589041096,3.0,9.0,6.0,8.0,7.0,8.0,45.6,8,5.48,85,87.244,70,Oracle,T5,R,MySQL,T3,6,87,37,37,22,31
212,212,Company_3,2021-01-11,2023-01-22,3.0,5.2,3,740.1,81.0,16.952393984356842,Keyword recognition-based,Scrum,5443.2,6.0,1946.3376830974387,2.0,2601.0,3371.0,7.36,1608.1168,547.6,15164.531506849315,4.0,9.0,6.0,6.0,8.0,7.0,13.2,8,3.36,85,87.208,70,IBM,T3,R,MySQL,T3,6,20,63,63,-12,-83
213,213,Company_4,2022-07-02,2025-12-31,4.0,3.6,4,1276.8,603.0,32.38225515158961,button-based,Waterfall,47275.2,6.0,16503.265475233886,2.0,1551.0,3466.0,7.48,1669.1024,424.8,98778.33863013698,3.0,8.0,5.0,6.0,8.0,9.0,15.6,8,1.48,85,92.244,80,IBM,T4,Python,Oracle,T1,6,80,-3,-3,-52,60
214,214,Company_3,2020-07-24,2022-02-14,5.0,6.0,3,568.5,348.0,23.326821581953006,button-based,Feature-Driven,23385.6,4.0,5695.16577041379,2.0,2108.0,3857.0,7.6,1436.088,446.0,62900.85698630136,5.0,8.0,10.0,10.0,5.0,5.0,14.0,8,3.6,85,92.28,80,Azure,T4,Python,Oracle,T1,6,24,40,40,8,-84
215,215,Company_2,2019-11-11,2020-09-20,5.0,7.0,2,312.5,442.0,55.98852470163079,Voice Bots,Scrum,14851.199999999999,5.0,4879.702716940394,2.0,2479.0,3261.0,7.6,1601.088,476.0,79586.15671232875,3.0,5.0,9.0,4.0,7.0,6.0,8.0,8,2.6,80,67.28,75,IBM,T5,ASP.Net,PLSQL,T5,6,7,-21,-21,-64,-44
216,216,Company_4,2019-09-04,2020-05-07,6.0,4.4,4,244.2,157.0,30.50936544775287,Voice Bots,Extreme Programming,12308.8,6.0,4350.222795636633,1.0,2590.0,3508.0,7.72,1200.0736,537.2,28334.327671232873,5.0,7.0,9.0,7.0,6.0,6.0,16.4,8,1.72,80,67.316,75,Oracle,T2,ASP.Net,PLSQL,T5,6,89,-63,-63,5,40
217,217,Company_7,2021-04-12,2023-07-23,3.0,4.2,7,831.1,612.0,26.848239415103816,Keyword recognition-based,Feature-Driven,27417.6,5.0,9142.006735143832,2.0,2828.0,3673.0,7.36,1508.1168,540.6,120520.0701369863,5.0,6.0,7.0,9.0,8.0,7.0,9.2,8,2.36,85,87.208,70,IBM,T3,R,MySQL,T3,6,92,-72,-72,0,45
218,218,Company_2,2019-07-08,2020-01-12,4.0,6.6,2,186.8,336.0,34.50084269677219,Linguistic Based,Scrum,11289.599999999999,6.0,2761.420490771878,2.0,2352.0,3587.0,7.48,1472.1024,477.8,61056.63123287671,2.0,10.0,4.0,5.0,7.0,6.0,7.6,8,2.48,90,74.244,82,Salesforce,T5,Python,MySQL,T2,7,84,73,73,-88,-68
219,219,Company_5,2019-05-27,2019-10-20,4.0,6.6,5,144.8,155.0,36.20895221879749,Voice Bots,Agile,38192.0,6.0,13143.904233157027,2.0,1926.0,3582.0,7.48,1504.1024,548.8,26995.989041095887,3.0,6.0,7.0,8.0,5.0,5.0,45.6,8,5.48,80,67.244,75,Azure,T4,ASP.Net,PLSQL,T5,6,47,-100,-100,96,49
220,220,Company_3,2022-03-23,2025-06-12,6.0,6.4,3,1175.2,82.0,30.573503667143484,button-based,Agile,5510.4,5.0,1689.7574995037517,2.0,1479.0,3584.0,7.72,1064.0736,615.2,12736.195068493149,3.0,6.0,8.0,4.0,2.0,8.0,14.4,8,3.7199999999999998,85,92.316,80,Azure,T2,Python,Oracle,T1,6,14,-98,-98,75,41
221,221,Company_5,2019-05-10,2019-09-16,3.0,6.2,5,128.1,117.0,28.228371250327058,Machine Learning chatbot,Agile,28828.8,7.0,8686.987999164001,1.0,1333.0,3397.0,7.36,1216.1168,537.6,17477.684383561646,3.0,7.0,8.0,3.0,8.0,9.0,45.2,8,5.36,95,87.208,75,Salesforce,T2,Java,MongoDB,T3,4,24,46,46,85,-43
222,222,Company_6,2019-01-08,2019-01-15,4.0,5.6,6,5.8,160.0,28.348170088889304,button-based,Feature-Driven,17920.0,7.0,5137.234888362158,2.0,2047.0,3579.0,7.48,1529.1024,405.8,27866.82739726027,4.0,7.0,5.0,8.0,3.0,6.0,21.6,8,4.48,85,92.244,80,GCP,T1,Python,Oracle,T1,6,6,89,89,52,-13
223,223,Company_3,2020-07-27,2022-02-20,3.0,5.2,3,572.1,530.0,29.55041670912908,Linguistic Based,Extreme Programming,35616.0,5.0,12809.216210569128,2.0,1563.0,3517.0,7.36,1693.1168,591.6,89918.20273972602,4.0,4.0,8.0,8.0,11.0,6.0,13.2,8,3.36,90,74.208,82,Azure,T1,Python,MySQL,T2,7,6,5,5,44,60
224,224,Company_4,2019-12-13,2020-11-23,3.0,3.2,4,345.1,423.0,53.04436381997361,Hybrid model,Lean,33163.2,7.0,12005.21577989006,2.0,1248.0,3793.0,7.36,1308.1168,489.6,66644.40328767123,3.0,5.0,7.0,9.0,9.0,5.0,15.2,8,1.3599999999999999,75,92.208,95,GCP,T5,Java,Oracle,T4,5,2,32,32,-71,-26
225,225,Company_2,2020-03-06,2021-05-10,4.0,6.6,2,428.8,186.0,44.622108951338326,Machine Learning chatbot,Scrum,6249.599999999999,6.0,1570.1844949473707,2.0,2082.0,4055.0,7.48,1482.1024,466.8,34642.47452054795,2.0,7.0,8.0,10.0,7.0,4.0,7.6,8,2.48,95,87.244,75,IBM,T4,Java,MongoDB,T3,4,65,41,41,75,40
226,226,Company_6,2020-04-03,2021-07-05,3.0,5.2,6,457.1,678.0,23.906988589107357,Hybrid model,Waterfall,75936.0,8.0,23271.01656799466,2.0,3055.0,3278.0,7.36,1785.1168,394.6,132940.0109589041,2.0,8.0,4.0,2.0,4.0,11.0,21.2,8,4.36,75,92.208,95,Azure,T1,Java,Oracle,T4,5,79,69,69,26,7
227,227,Company_3,2020-12-27,2022-12-23,5.0,6.0,3,724.5,484.0,16.035037469573236,Voice Bots,Extreme Programming,32524.8,6.0,9451.702638843324,2.0,2208.0,4078.0,7.6,1700.088,510.0,94711.77205479454,2.0,7.0,8.0,8.0,7.0,6.0,14.0,8,3.6,80,67.28,75,Azure,T2,ASP.Net,PLSQL,T5,6,100,-11,-11,-62,-34
228,228,Company_7,2021-09-15,2024-05-30,4.0,4.6,7,986.8,124.0,35.731661319708095,Hybrid model,Waterfall,5555.2,5.0,1512.2309658814697,2.0,1877.0,3790.0,7.48,1621.1024,573.8,22455.754520547944,3.0,11.0,4.0,8.0,3.0,6.0,9.6,8,2.48,75,92.244,95,Oracle,T3,Java,Oracle,T4,5,62,26,26,-40,3
229,229,Company_7,2021-03-23,2023-06-13,3.0,4.2,7,811.1,85.0,18.628961868664405,Machine Learning chatbot,Lean,3807.9999999999995,7.0,1099.2304667032379,2.0,1897.0,3144.0,7.36,1676.1168,562.6,14254.569863013696,4.0,6.0,5.0,2.0,3.0,7.0,9.2,8,2.36,95,87.208,75,AWS,T3,Java,MongoDB,T3,4,21,-55,-55,53,64
230,230,Company_5,2021-04-28,2023-08-24,4.0,6.6,5,846.8,368.0,52.70808968874975,Keyword recognition-based,Extreme Programming,90675.2,6.0,24202.746134825455,2.0,2035.0,3732.0,7.48,1389.1024,566.8,65465.68767123288,3.0,6.0,7.0,9.0,9.0,6.0,45.6,8,5.48,85,87.244,70,IBM,T4,R,MySQL,T3,6,26,16,16,39,-75
231,231,Company_1,2020-09-06,2022-05-13,5.0,4.0,1,612.5,106.0,49.304461763565584,Linguistic Based,Extreme Programming,14246.4,6.0,2716.183264248096,2.0,2220.0,3314.0,7.6,1397.088,544.0,18251.9802739726,5.0,5.0,9.0,7.0,12.0,10.0,26.0,8,5.6,90,74.28,82,Salesforce,T3,Python,MySQL,T2,7,4,20,20,33,-45
232,232,Company_5,2019-02-07,2019-03-16,5.0,7.0,5,35.5,435.0,51.2124992024836,Voice Bots,Waterfall,107184.0,6.0,34035.62572892109,2.0,2004.0,3312.0,7.6,1407.088,564.0,73019.93424657534,4.0,8.0,4.0,6.0,4.0,6.0,46.0,8,5.6,80,67.28,75,Azure,T1,ASP.Net,PLSQL,T5,6,58,6,6,89,7
233,233,Company_6,2019-01-12,2019-01-23,3.0,5.2,6,10.1,559.0,24.33391499952371,Keyword recognition-based,Feature-Driven,62607.99999999999,5.0,18966.488599851775,2.0,2216.0,3640.0,7.36,1752.1168,438.6,103611.95178082192,3.0,9.0,6.0,6.0,6.0,7.0,21.2,8,4.36,85,87.208,70,AWS,T5,R,MySQL,T3,6,25,-30,-30,1,-16
234,234,Company_2,2019-03-25,2019-06-16,4.0,6.6,2,81.8,610.0,70.81791582178916,Hybrid model,Feature-Driven,20496.0,7.0,5106.083954031291,2.0,2465.0,3033.0,7.48,1473.1024,459.8,104417.29315068493,4.0,8.0,8.0,6.0,7.0,7.0,7.6,8,2.48,75,92.244,95,Oracle,T4,Java,Oracle,T4,5,78,30,30,83,-69
235,235,Company_5,2019-10-28,2020-08-23,4.0,6.6,5,298.8,539.0,33.867813638485295,Linguistic Based,Lean,132809.6,7.0,41648.3207407088,2.0,2190.0,3318.0,7.48,1399.1024,432.8,91135.00602739726,4.0,4.0,8.0,7.0,4.0,7.0,45.6,8,5.48,90,74.244,82,Oracle,T2,Python,MySQL,T2,7,18,26,26,-78,-56
236,236,Company_1,2021-02-26,2023-04-24,5.0,4.0,1,785.5,579.0,67.34850994606998,button-based,Agile,77817.59999999999,7.0,21010.481996032217,2.0,1795.0,3721.0,7.6,1672.088,518.0,102775.19671232876,2.0,9.0,4.0,7.0,7.0,8.0,26.0,8,5.6,85,92.28,80,Oracle,T4,Python,Oracle,T1,6,60,77,77,-94,5
237,237,Company_2,2019-12-12,2020-11-21,4.0,6.6,2,343.8,496.0,20.91120027770143,Keyword recognition-based,Agile,16665.6,6.0,5599.463624083461,2.0,2382.0,3250.0,7.48,1533.1024,437.8,86866.58630136985,3.0,5.0,10.0,6.0,6.0,7.0,7.6,8,2.48,85,87.244,70,AWS,T4,R,MySQL,T3,6,3,24,24,39,-80
238,238,Company_2,2022-02-14,2025-03-30,3.0,6.2,2,1139.1,469.0,88.91246962920476,Keyword recognition-based,Lean,15758.4,6.0,3248.3031119571556,2.0,2308.0,3453.0,7.36,1553.1168,457.6,83962.0504109589,3.0,10.0,8.0,11.0,10.0,6.0,7.2,8,2.36,85,87.208,70,AWS,T2,R,MySQL,T3,6,86,-55,-55,88,-94
239,239,Company_3,2021-06-15,2023-11-28,3.0,5.2,3,895.1,111.0,28.7127964245686,Linguistic Based,Waterfall,7459.2,6.0,2686.1086252030927,2.0,1838.0,4026.0,7.36,1273.1168,555.6,19669.808219178085,2.0,5.0,9.0,7.0,10.0,9.0,13.2,8,3.36,90,74.208,82,GCP,T4,Python,MySQL,T2,7,31,-58,-58,56,-47
240,240,Company_1,2019-02-19,2019-04-09,2.0,2.8,1,48.4,315.0,26.1484490879788,Hybrid model,Lean,42336.0,5.0,14064.45197654748,2.0,1775.0,3198.0,7.24,1413.1312,479.4,49824.542465753424,2.0,4.0,9.0,7.0,12.0,7.0,24.8,8,5.24,75,92.172,95,Salesforce,T1,Java,Oracle,T4,5,54,42,42,91,32
241,241,Company_7,2019-03-11,2019-05-19,5.0,5.0,7,67.5,411.0,33.21264958850966,Hybrid model,Scrum,18412.8,5.0,6126.254038174438,2.0,1991.0,3707.0,7.6,1355.088,407.0,70627.5912328767,2.0,6.0,7.0,8.0,5.0,8.0,10.0,8,2.6,75,92.28,95,IBM,T1,Java,Oracle,T4,5,87,56,56,86,3
242,242,Company_5,2020-02-08,2021-03-17,4.0,6.6,5,401.8,184.0,36.13442361005893,button-based,Waterfall,45337.6,6.0,16160.365059948634,2.0,2590.0,2935.0,7.48,1270.1024,387.8,30446.202739726028,3.0,8.0,7.0,5.0,11.0,7.0,45.6,8,5.48,85,92.244,80,GCP,T5,Python,Oracle,T1,6,49,30,30,96,-57
243,243,Company_2,2021-03-16,2023-05-30,4.0,6.6,2,803.8,531.0,30.87899295691554,Linguistic Based,Waterfall,17841.6,5.0,5219.901355538878,2.0,2518.0,3983.0,7.48,1883.1024,604.8,109933.58465753424,2.0,7.0,3.0,7.0,4.0,10.0,7.6,8,2.48,90,74.244,82,Azure,T2,Python,MySQL,T2,7,48,31,31,96,100
244,244,Company_6,2022-11-12,2026-09-23,4.0,5.6,6,1409.8,201.0,27.8050606235833,Machine Learning chatbot,Waterfall,22512.0,7.0,6563.074761739776,2.0,2027.0,4064.0,7.48,1463.1024,518.8,37376.08767123287,3.0,5.0,6.0,7.0,3.0,5.0,21.6,8,4.48,95,87.244,75,AWS,T1,Java,MongoDB,T3,4,13,-74,-74,-44,-47
245,245,Company_4,2022-11-02,2026-09-03,5.0,4.0,4,1399.5,314.0,66.63712881072664,Voice Bots,Waterfall,24617.6,8.0,6907.596980695371,2.0,1978.0,3491.0,7.6,1798.088,484.0,56061.646027397255,3.0,6.0,9.0,10.0,9.0,5.0,16.0,8,1.6,80,67.28,75,Azure,T5,ASP.Net,PLSQL,T5,6,25,13,13,71,46
246,246,Company_5,2022-07-13,2026-01-22,5.0,7.0,5,1287.5,136.0,37.73309798552871,Hybrid model,Lean,33510.4,5.0,12290.3103756514,2.0,1620.0,3869.0,7.6,1653.088,545.0,24081.166027397263,3.0,10.0,7.0,7.0,12.0,6.0,46.0,8,5.6,75,92.28,95,Salesforce,T3,Java,Oracle,T4,5,75,69,69,12,-87
247,247,Company_3,2022-10-20,2026-08-08,5.0,6.0,3,1386.5,277.0,31.824365066552375,Hybrid model,Lean,18614.399999999998,7.0,6156.4356082239565,2.0,2229.0,3679.0,7.6,1347.088,549.0,49793.520000000004,2.0,9.0,10.0,9.0,8.0,9.0,14.0,8,3.6,75,92.28,95,GCP,T3,Java,Oracle,T4,5,66,54,54,-35,-68
248,248,Company_1,2021-01-31,2023-03-03,4.0,3.6,1,759.8,373.0,44.21627185101749,button-based,Scrum,50131.2,6.0,14804.427481338415,2.0,2694.0,3229.0,7.48,1737.1024,453.8,69711.55397260272,3.0,5.0,7.0,6.0,5.0,11.0,25.6,8,5.48,85,92.244,80,GCP,T4,Python,Oracle,T1,6,66,37,37,-24,33
249,249,Company_6,2020-07-29,2022-02-24,4.0,5.6,6,573.8,341.0,32.11282046229557,Linguistic Based,Waterfall,38192.0,6.0,13130.94386863016,2.0,2286.0,3436.0,7.48,1618.1024,586.8,62263.42356164383,4.0,7.0,7.0,8.0,8.0,5.0,21.6,8,4.48,90,74.244,82,IBM,T3,Python,MySQL,T2,7,25,63,63,54,-38
250,250,Company_1,2021-11-10,2024-09-19,5.0,4.0,1,1042.5,75.0,28.927910012615925,Voice Bots,Extreme Programming,10080.0,6.0,3287.595117228413,1.0,1355.0,3158.0,7.6,1353.088,495.0,10991.342465753423,2.0,7.0,8.0,6.0,9.0,6.0,26.0,8,5.6,80,67.28,75,GCP,T2,ASP.Net,PLSQL,T5,6,79,24,24,-51,-16
251,251,Company_7,2019-02-28,2019-04-27,4.0,4.6,7,56.8,569.0,37.98163463574124,button-based,Waterfall,25491.199999999997,5.0,9484.297216775096,1.0,1860.0,3463.0,7.48,1503.1024,476.8,95722.94794520547,3.0,7.0,8.0,3.0,5.0,6.0,9.6,8,2.48,85,92.244,80,IBM,T1,Python,Oracle,T1,6,68,-53,-53,-58,-40
252,252,Company_2,2021-12-25,2024-12-18,4.0,6.6,2,1087.8,43.0,38.8739345102911,Machine Learning chatbot,Scrum,1444.8,7.0,418.72333211126073,2.0,1873.0,3857.0,7.48,1644.1024,436.8,7736.60712328767,3.0,8.0,4.0,4.0,6.0,5.0,7.6,8,2.48,95,87.244,75,Oracle,T2,Java,MongoDB,T3,4,80,39,39,-94,-91
253,253,Company_2,2020-03-19,2021-06-05,5.0,7.0,2,441.5,607.0,23.4253784136735,Machine Learning chatbot,Feature-Driven,20395.199999999997,6.0,6294.774425092814,2.0,1706.0,3793.0,7.6,1594.088,526.0,106529.99671232876,3.0,5.0,5.0,4.0,5.0,8.0,8.0,8,2.6,95,87.28,75,Salesforce,T3,Java,MongoDB,T3,4,78,21,21,-34,33
254,254,Company_2,2019-03-12,2019-05-21,6.0,7.4,2,68.2,235.0,30.38937642233639,Linguistic Based,Lean,7895.999999999999,7.0,2336.8728165443845,2.0,1944.0,3293.0,7.72,1750.0736,490.2,40475.11232876712,2.0,8.0,10.0,6.0,10.0,8.0,8.4,8,2.7199999999999998,90,74.316,82,IBM,T3,Python,MySQL,T2,7,96,4,4,28,56
255,255,Company_1,2022-03-15,2025-05-27,4.0,3.6,1,1167.8,459.0,57.31852780826651,button-based,Scrum,61689.6,4.0,21517.83797184859,2.0,2404.0,3771.0,7.48,1871.1024,617.8,91594.26739726026,3.0,7.0,7.0,8.0,8.0,8.0,25.6,8,5.48,85,92.244,80,IBM,T2,Python,Oracle,T1,6,46,-46,-46,-21,-90
256,256,Company_7,2019-11-15,2020-09-28,2.0,3.8,7,317.4,111.0,41.35312532000578,Hybrid model,Agile,4972.799999999999,6.0,1600.7701421475633,2.0,1667.0,3665.0,7.24,1539.1312,446.4,18711.863013698632,2.0,6.0,6.0,4.0,3.0,7.0,8.8,8,2.24,75,92.172,95,GCP,T2,Java,Oracle,T4,5,94,-18,-18,25,-96
257,257,Company_5,2019-11-24,2020-10-16,5.0,7.0,5,325.5,70.0,49.56973593962494,Hybrid model,Agile,17248.0,7.0,4008.316290081367,2.0,2233.0,3444.0,7.6,1423.088,514.0,12277.117808219178,3.0,8.0,4.0,8.0,4.0,8.0,46.0,8,5.6,75,92.28,95,Azure,T4,Java,Oracle,T4,5,2,7,7,-48,93
258,258,Company_4,2021-04-11,2023-07-21,3.0,3.2,4,830.1,585.0,40.74297453993305,Hybrid model,Agile,45864.0,5.0,14292.864457164063,2.0,2174.0,3827.0,7.36,1718.1168,438.6,109925.50684931506,3.0,10.0,7.0,4.0,5.0,10.0,15.2,8,1.3599999999999999,75,92.208,95,AWS,T5,Java,Oracle,T4,5,9,-100,-100,-92,75
259,259,Company_7,2019-01-17,2019-02-02,4.0,4.6,7,14.8,493.0,31.776070075139756,Voice Bots,Agile,22086.399999999998,5.0,8008.245609365955,2.0,1254.0,3143.0,7.48,1275.1024,443.8,69470.04821917806,3.0,7.0,10.0,9.0,8.0,7.0,9.6,8,2.48,80,67.244,75,Azure,T2,ASP.Net,PLSQL,T5,6,32,-19,-19,-24,-96
260,260,Company_5,2022-03-25,2025-06-16,4.0,6.6,5,1177.8,85.0,37.7181250449174,button-based,Agile,20944.0,7.0,5809.909146198834,2.0,2313.0,3164.0,7.48,1237.1024,548.8,14221.315068493148,4.0,9.0,8.0,7.0,6.0,10.0,45.6,8,5.48,85,92.244,80,Oracle,T2,Python,Oracle,T1,6,55,65,65,-34,90
261,261,Company_4,2021-12-23,2024-12-14,4.0,3.6,4,1085.8,36.0,22.516690590599882,button-based,Feature-Driven,2822.3999999999996,5.0,829.1977889949598,2.0,2209.0,3807.0,7.48,1702.1024,560.8,6864.894246575343,3.0,7.0,7.0,10.0,7.0,7.0,15.6,8,1.48,85,92.244,80,IBM,T4,Python,Oracle,T1,6,50,-59,-59,25,100
262,262,Company_7,2022-02-11,2025-03-24,2.0,3.8,7,1136.4,628.0,20.455527643956945,Linguistic Based,Feature-Driven,28134.399999999998,7.0,8042.292599312744,2.0,2182.0,3318.0,7.24,1550.1312,558.4,110071.02246575341,2.0,6.0,0.0,4.0,8.0,10.0,8.8,8,2.24,90,74.172,82,Oracle,T3,Python,MySQL,T2,7,67,3,3,-49,-87
263,263,Company_7,2019-06-08,2019-11-13,5.0,5.0,7,156.5,263.0,57.33719387859152,Linguistic Based,Waterfall,11782.4,6.0,3052.1741030382827,2.0,1844.0,3600.0,7.6,1452.088,532.0,45001.10136986301,3.0,3.0,5.0,2.0,11.0,10.0,10.0,8,2.6,90,74.28,82,IBM,T5,Python,MySQL,T2,7,36,41,41,48,-8
264,264,Company_3,2019-03-21,2019-06-08,4.0,5.6,3,77.8,438.0,27.207513822570025,Machine Learning chatbot,Extreme Programming,29433.6,6.0,8843.358901723652,3.0,1347.0,3086.0,7.48,1404.1024,513.8,64088.63999999999,4.0,6.0,11.0,5.0,7.0,12.0,13.6,8,3.48,95,87.244,75,Azure,T1,Java,MongoDB,T3,4,56,-44,-44,-83,84
265,265,Company_3,2022-02-21,2025-04-13,4.0,5.6,3,1145.8,227.0,64.32288397708572,Machine Learning chatbot,Extreme Programming,15254.4,6.0,4751.065480131439,2.0,2548.0,3674.0,7.48,1185.1024,549.8,41604.808767123286,5.0,6.0,3.0,6.0,9.0,10.0,13.6,8,3.48,95,87.244,75,Salesforce,T1,Java,MongoDB,T3,4,62,-9,-9,67,-12
266,266,Company_2,2020-12-04,2022-11-07,4.0,6.6,2,701.8,2.0,46.33715654216795,button-based,Waterfall,67.19999999999999,6.0,16.734422254791983,2.0,1641.0,3792.0,7.48,1026.1024,498.8,320.5808219178082,5.0,5.0,5.0,5.0,7.0,7.0,7.6,8,2.48,85,92.244,80,Azure,T1,Python,Oracle,T1,6,12,-76,-76,-58,-10
267,267,Company_6,2020-12-28,2022-12-25,3.0,5.2,6,726.1,43.0,19.93846935596605,Voice Bots,Waterfall,4816.0,6.0,1320.1580219485675,2.0,1765.0,3572.0,7.36,1474.1168,440.6,7183.426849315068,1.0,8.0,9.0,10.0,10.0,7.0,21.2,8,4.36,80,67.208,75,Salesforce,T2,ASP.Net,PLSQL,T5,6,12,-13,-13,81,20
268,268,Company_7,2021-01-23,2023-02-15,4.0,4.6,7,751.8,138.0,55.01705522276879,button-based,Agile,6182.4,6.0,1534.6708467922192,2.0,1603.0,3676.0,7.48,1568.1024,522.8,23428.543561643837,4.0,11.0,7.0,10.0,11.0,5.0,9.6,8,2.48,85,92.244,80,Azure,T5,Python,Oracle,T1,6,21,-52,-52,56,-45
269,269,Company_2,2022-03-18,2025-06-02,4.0,6.6,2,1170.8,609.0,52.77225086234096,Linguistic Based,Lean,20462.399999999998,6.0,7888.257401356602,2.0,2424.0,3808.0,7.48,1532.1024,497.8,115892.86684931505,3.0,9.0,8.0,11.0,12.0,8.0,7.6,8,2.48,90,74.244,82,IBM,T4,Python,MySQL,T2,7,2,28,28,95,43
270,270,Company_3,2022-09-03,2026-05-06,3.0,5.2,3,1340.1,99.0,59.67385300209901,Hybrid model,Scrum,6652.799999999999,6.0,1463.6308670055969,1.0,1662.0,3650.0,7.36,1678.1168,574.6,17251.71287671233,2.0,8.0,7.0,6.0,7.0,3.0,13.2,8,3.36,75,92.208,95,IBM,T5,Java,Oracle,T4,5,13,14,14,56,9
271,271,Company_6,2020-10-24,2022-08-17,4.0,5.6,6,660.8,38.0,48.712012388133886,Keyword recognition-based,Scrum,4256.0,7.0,1525.4696573657689,2.0,1392.0,3944.0,7.48,1559.1024,518.8,6489.816986301369,4.0,5.0,4.0,6.0,9.0,6.0,21.6,8,4.48,85,87.244,70,AWS,T3,R,MySQL,T3,6,83,-81,-81,-28,-76
272,272,Company_3,2019-05-09,2019-09-14,4.0,5.6,3,126.8,689.0,49.22058156995129,Linguistic Based,Agile,46300.799999999996,7.0,11706.792485650558,2.0,2172.0,3979.0,7.48,1749.1024,516.8,133574.63671232876,4.0,15.0,8.0,9.0,5.0,4.0,13.6,8,3.48,90,74.244,82,Salesforce,T1,Python,MySQL,T2,7,81,83,83,29,80
273,273,Company_6,2021-04-30,2023-08-28,5.0,6.0,6,848.5,258.0,48.04668225521185,Hybrid model,Feature-Driven,28895.999999999996,6.0,8582.475643572458,3.0,1919.0,3774.0,7.6,1656.088,560.0,47001.521095890406,3.0,8.0,6.0,6.0,11.0,9.0,22.0,8,4.6,75,92.28,95,Oracle,T3,Java,Oracle,T4,5,69,-76,-76,22,20
274,274,Company_6,2020-07-14,2022-01-25,3.0,5.2,6,559.1,184.0,52.84008226796759,button-based,Scrum,20608.0,6.0,7504.366361659774,1.0,1585.0,3744.0,7.36,1782.1168,500.6,32262.812054794522,3.0,6.0,4.0,4.0,6.0,11.0,21.2,8,4.36,85,92.208,80,Oracle,T5,Python,Oracle,T1,6,81,34,34,45,19
275,275,Company_3,2021-09-02,2024-05-04,5.0,6.0,3,973.5,305.0,41.472555747573956,Machine Learning chatbot,Waterfall,20496.0,7.0,6180.09644322598,2.0,2493.0,3333.0,7.6,1497.088,416.0,54370.553424657526,2.0,7.0,4.0,5.0,9.0,7.0,14.0,8,3.6,95,87.28,75,Oracle,T1,Java,MongoDB,T3,4,26,44,44,-53,-63
