,Project_ID,Organization,Project_start_date,Project_end_date,Organization_size,IT_dpt_size,Customer_type,Estimated_Duration,Actual_Duration,Project_Profit_Loss_percent,Project_type,Development_type,Estimated_effort,Management_clarity,Training_effort,User_resistance,Software_licence_cost,hardware_cost,Development_cost,maintainance_cost,Additional_cost,Estimated_total_cost,Requirement_stability,Manager_experience,Development_team_experience,Maintanainance_support_team_experience,Machine_learning_team_experience,Data_Analysis_team experience,Team_size,Daily_work_hours,Level_of_outsourcing,Software_availability,Software_accuracy,Software_stability,Cloud_platform_type,Computing_Tier,Programming_language_used,DB_used,Open_source_tool_used,Degree_of_software_reuse,Increase_in_productivity,Change_in_waiting_time,Change_avg_wait_time,Change_avg_call_duration,Change_in_revenue,Annual_outsourcing_cost,Total_benefits,ROI
260,260,Company_5,2022-03-25,2025-06-16,4.0,6.6,5,1177.8,85.0,37.7181250449174,button-based,Agile,20944.0,7.0,5809.909146198834,2.0,2313.0,3164.0,7.48,1237.1024,548.8,14221.315068493148,4.0,9.0,8.0,7.0,6.0,10.0,45.6,8,5.48,85,92.244,80,Oracle,T2,Python,Oracle,T1,6,55,65,65,-34,90,290305.03113706823,94924.19206759945,5.674783000757845
261,261,Company_4,2021-12-23,2024-12-14,4.0,3.6,4,1085.8,36.0,22.516690590599882,button-based,Feature-Driven,2822.3999999999996,5.0,829.1977889949598,2.0,2209.0,3807.0,7.48,1702.1024,560.8,6864.894246575343,3.0,7.0,7.0,10.0,7.0,7.0,15.6,8,1.48,85,92.244,80,IBM,T4,Python,Oracle,T1,6,50,-59,-59,25,100,268999.77561946725,27777.177012420892,3.046264372721832
262,262,Company_7,2022-02-11,2025-03-24,2.0,3.8,7,1136.4,628.0,20.455527643956945,Linguistic Based,Feature-Driven,28134.399999999998,7.0,8042.292599312744,2.0,2182.0,3318.0,7.24,1550.1312,558.4,110071.02246575341,2.0,6.0,0.0,4.0,8.0,10.0,8.8,8,2.24,90,74.172,82,Oracle,T3,Python,MySQL,T2,7,67,3,3,-49,-87,262596.14375718636,493853.25197320216,3.486678154796423
263,263,Company_7,2019-06-08,2019-11-13,5.0,5.0,7,156.5,263.0,57.33719387859152,Linguistic Based,Waterfall,11782.4,6.0,3052.1741030382827,2.0,1844.0,3600.0,7.6,1452.088,532.0,45001.10136986301,3.0,3.0,5.0,2.0,11.0,10.0,10.0,8,2.6,90,74.28,82,IBM,T5,Python,MySQL,T2,7,36,41,41,48,-8,255456.07287112012,207429.46857146567,3.609430930736732
264,264,Company_3,2019-03-21,2019-06-08,4.0,5.6,3,77.8,438.0,27.207513822570025,Machine Learning chatbot,Extreme Programming,29433.6,6.0,8843.358901723652,3.0,1347.0,3086.0,7.48,1404.1024,513.8,64088.63999999999,4.0,6.0,11.0,5.0,7.0,12.0,13.6,8,3.48,95,87.244,75,Azure,T1,Java,MongoDB,T3,4,56,-44,-44,-83,84,211421.55323364376,253560.7739502741,2.9564074686289823
265,265,Company_3,2022-02-21,2025-04-13,4.0,5.6,3,1145.8,227.0,64.32288397708572,Machine Learning chatbot,Extreme Programming,15254.4,6.0,4751.065480131439,2.0,2548.0,3674.0,7.48,1185.1024,549.8,41604.808767123286,5.0,6.0,3.0,6.0,9.0,10.0,13.6,8,3.48,95,87.244,75,Salesforce,T1,Java,MongoDB,T3,4,62,-9,-9,67,-12,362678.3143710346,225427.11078664364,4.4182946026368795
266,266,Company_2,2020-12-04,2022-11-07,4.0,6.6,2,701.8,2.0,46.33715654216795,button-based,Waterfall,67.19999999999999,6.0,16.734422254791983,2.0,1641.0,3792.0,7.48,1026.1024,498.8,320.5808219178082,5.0,5.0,5.0,5.0,7.0,7.0,7.6,8,2.48,85,92.244,80,Azure,T1,Python,Oracle,T1,6,12,-76,-76,-58,-10,276343.6338708633,1720.50363468325,4.366832689462503
267,267,Company_6,2020-12-28,2022-12-25,3.0,5.2,6,726.1,43.0,19.93846935596605,Voice Bots,Waterfall,4816.0,6.0,1320.1580219485675,2.0,1765.0,3572.0,7.36,1474.1168,440.6,7183.426849315068,1.0,8.0,9.0,10.0,10.0,7.0,21.2,8,4.36,80,67.208,75,Salesforce,T2,ASP.Net,PLSQL,T5,6,12,-13,-13,81,20,207615.41071818094,17766.42995578129,1.473252714681058
268,268,Company_7,2021-01-23,2023-02-15,4.0,4.6,7,751.8,138.0,55.01705522276879,button-based,Agile,6182.4,6.0,1534.6708467922192,2.0,1603.0,3676.0,7.48,1568.1024,522.8,23428.543561643837,4.0,11.0,7.0,10.0,11.0,5.0,9.6,8,2.48,85,92.244,80,Azure,T5,Python,Oracle,T1,6,21,-52,-52,56,-45,182414.9147382477,78363.81407006964,2.344800920461969
269,269,Company_2,2022-03-18,2025-06-02,4.0,6.6,2,1170.8,609.0,52.77225086234096,Linguistic Based,Lean,20462.399999999998,6.0,7888.257401356602,2.0,2424.0,3808.0,7.48,1532.1024,497.8,115892.86684931505,3.0,9.0,8.0,11.0,12.0,8.0,7.6,8,2.48,90,74.244,82,IBM,T4,Python,MySQL,T2,7,2,28,28,95,43,387193.62015003746,720729.887164335,5.21893224974264
270,270,Company_3,2022-09-03,2026-05-06,3.0,5.2,3,1340.1,99.0,59.67385300209901,Hybrid model,Scrum,6652.799999999999,6.0,1463.6308670055969,1.0,1662.0,3650.0,7.36,1678.1168,574.6,17251.71287671233,2.0,8.0,7.0,6.0,7.0,3.0,13.2,8,3.36,75,92.208,95,IBM,T5,Java,Oracle,T4,5,13,14,14,56,9,259892.68683220714,79014.09600392231,3.580072516195278
271,271,Company_6,2020-10-24,2022-08-17,4.0,5.6,6,660.8,38.0,48.712012388133886,Keyword recognition-based,Scrum,4256.0,7.0,1525.4696573657689,2.0,1392.0,3944.0,7.48,1559.1024,518.8,6489.816986301369,4.0,5.0,4.0,6.0,9.0,6.0,21.6,8,4.48,85,87.244,70,AWS,T3,R,MySQL,T3,6,83,-81,-81,-28,-76,328450.757259546,36772.4999586433,4.66618442958596
272,272,Company_3,2019-05-09,2019-09-14,4.0,5.6,3,126.8,689.0,49.22058156995129,Linguistic Based,Agile,46300.799999999996,7.0,11706.792485650558,2.0,2172.0,3979.0,7.48,1749.1024,516.8,133574.63671232876,4.0,15.0,8.0,9.0,5.0,4.0,13.6,8,3.48,90,74.244,82,Salesforce,T1,Python,MySQL,T2,7,81,83,83,29,80,290259.5361341989,660190.4983855195,3.942483952303984
273,273,Company_6,2021-04-30,2023-08-28,5.0,6.0,6,848.5,258.0,48.04668225521185,Hybrid model,Feature-Driven,28895.999999999996,6.0,8582.475643572458,3.0,1919.0,3774.0,7.6,1656.088,560.0,47001.521095890406,3.0,8.0,6.0,6.0,11.0,9.0,22.0,8,4.6,75,92.28,95,Oracle,T3,Java,Oracle,T4,5,69,-76,-76,22,20,356674.5922977779,310797.88897820254,5.612507036615402
274,274,Company_6,2020-07-14,2022-01-25,3.0,5.2,6,559.1,184.0,52.84008226796759,button-based,Scrum,20608.0,6.0,7504.366361659774,1.0,1585.0,3744.0,7.36,1782.1168,500.6,32262.812054794522,3.0,6.0,4.0,4.0,6.0,11.0,21.2,8,4.36,85,92.208,80,Oracle,T5,Python,Oracle,T1,6,81,34,34,45,19,308490.2672343353,202714.5584846215,5.2832265873270785
275,275,Company_3,2021-09-02,2024-05-04,5.0,6.0,3,973.5,305.0,41.472555747573956,Machine Learning chatbot,Waterfall,20496.0,7.0,6180.09644322598,2.0,2493.0,3333.0,7.6,1497.088,416.0,54370.553424657526,2.0,7.0,4.0,5.0,9.0,7.0,14.0,8,3.6,95,87.28,75,Oracle,T1,Java,MongoDB,T3,4,26,44,44,-53,-63,368959.5478917395,311611.9704136545,4.731263538552391
276,276,Company_5,2022-11-26,2026-10-21,5.0,7.0,5,1423.5,357.0,46.28151797809651,Voice Bots,Agile,87964.79999999999,6.0,30369.77835696548,2.0,1997.0,3847.0,7.6,1748.088,379.0,65546.37369863014,1.0,5.0,5.0,7.0,8.0,5.0,46.0,8,5.6,80,67.28,75,IBM,T3,ASP.Net,PLSQL,T5,6,89,-97,-97,86,-83,273360.59956762474,224119.4793297447,2.419250626437456
277,277,Company_2,2021-06-25,2023-12-18,5.0,7.0,2,904.5,645.0,44.8458853614863,Machine Learning chatbot,Lean,21672.0,6.0,6258.136361233917,2.0,1977.0,3906.0,7.6,1191.088,474.0,112145.17808219178,3.0,8.0,5.0,5.0,5.0,5.0,8.0,8,2.6,95,87.28,75,GCP,T4,Java,MongoDB,T3,4,26,-50,-50,43,-39,272777.13911765773,444156.98356721544,2.9605535535526144
278,278,Company_4,2020-11-06,2022-09-12,6.0,4.4,4,673.2,244.0,35.47398782280568,Hybrid model,Waterfall,19129.6,6.0,6576.169387266178,2.0,1366.0,3438.0,7.72,1635.0736,538.2,39217.551780821916,-0.0,8.0,3.0,5.0,6.0,8.0,16.4,8,1.72,75,92.316,95,Azure,T3,Java,Oracle,T4,5,80,45,45,-33,-24,314273.20453143585,205087.35408561546,4.229478760729446
279,279,Company_4,2020-06-03,2021-11-04,3.0,3.2,4,518.1,374.0,60.919006602463135,Linguistic Based,Agile,29321.6,6.0,10358.67271755932,2.0,1907.0,3274.0,7.36,1443.1168,574.6,62022.9304109589,4.0,8.0,10.0,6.0,7.0,6.0,15.2,8,1.3599999999999999,90,74.208,82,Azure,T3,Python,MySQL,T2,7,19,-81,-81,33,-82,270911.48950144456,281771.30928055104,3.5430183226357936
280,280,Company_3,2021-03-07,2023-05-12,4.0,5.6,3,794.8,674.0,15.969452683009688,button-based,Feature-Driven,45292.799999999996,7.0,15769.963650571115,2.0,2405.0,3191.0,7.48,1714.1024,567.8,122306.0712328767,3.0,7.0,7.0,6.0,6.0,10.0,13.6,8,3.48,85,92.244,80,AWS,T4,Python,Oracle,T1,6,61,71,71,82,77,361726.96723191824,818595.4959630723,5.693007858983767
281,281,Company_3,2019-07-24,2020-02-13,5.0,6.0,3,202.5,514.0,42.30186131697509,Voice Bots,Waterfall,34540.799999999996,5.0,9330.486243982865,2.0,2938.0,3501.0,7.6,1193.088,511.0,96406.68493150684,1.0,10.0,9.0,8.0,7.0,7.0,14.0,8,3.6,80,67.28,75,Salesforce,T4,ASP.Net,PLSQL,T5,6,47,65,65,-85,-30,183264.88848425003,170245.34904630185,0.7659081335205591
282,282,Company_4,2022-01-11,2025-01-21,4.0,3.6,4,1104.8,99.0,47.67590784026817,Machine Learning chatbot,Scrum,7761.599999999999,7.0,3235.9450521134586,2.0,2609.0,3301.0,7.48,1557.1024,435.8,18021.797260273972,3.0,8.0,7.0,11.0,6.0,7.0,15.6,8,1.48,95,87.244,75,AWS,T5,Java,MongoDB,T3,4,88,-19,-19,-81,45,340276.8551419659,75760.36912948322,3.203818744342677
283,283,Company_3,2022-01-08,2025-01-15,3.0,5.2,3,1102.1,267.0,17.294456887316365,Linguistic Based,Waterfall,17942.399999999998,5.0,5822.443855737899,2.0,915.0,2864.0,7.36,1641.1168,521.6,36554.56767123288,5.0,6.0,7.0,6.0,7.0,5.0,13.2,8,3.36,90,74.208,82,Oracle,T3,Python,MySQL,T2,7,94,45,45,-49,31,279577.5915182174,244112.52394514706,5.67803066748495
284,284,Company_6,2019-04-24,2019-08-15,4.0,5.6,6,111.8,660.0,23.821453133018828,Hybrid model,Extreme Programming,73920.0,6.0,20018.612500131236,3.0,1064.0,2761.0,7.48,1352.1024,510.8,86501.58904109588,2.0,11.0,7.0,6.0,7.0,8.0,21.6,8,4.48,75,92.244,95,Salesforce,T1,Java,Oracle,T4,5,67,-78,-78,-46,26,234439.22264796583,517804.7463166974,4.986072071701417
285,285,Company_2,2022-09-18,2026-06-05,3.0,6.2,2,1355.1,400.0,29.421114161041352,button-based,Feature-Driven,13440.0,6.0,4290.231103639277,2.0,1381.0,3738.0,7.36,1674.1168,536.6,67540.60273972602,2.0,5.0,8.0,6.0,9.0,7.0,7.2,8,2.36,85,92.208,80,Oracle,T5,Python,Oracle,T1,6,64,-98,-98,-88,85,347505.83710065595,428413.2007327584,5.343046750466359
286,286,Company_7,2021-01-05,2023-01-10,4.0,4.6,7,733.8,232.0,50.58792949922939,Hybrid model,Extreme Programming,10393.599999999999,4.0,3197.1889422326058,2.0,2155.0,3110.0,7.48,1760.1024,496.8,40198.67178082192,1.0,6.0,7.0,6.0,3.0,9.0,9.6,8,2.48,75,92.244,95,Oracle,T2,Java,Oracle,T4,5,3,22,22,43,-33,331431.33368093206,219701.46724870647,4.465391206122441
287,287,Company_7,2019-01-17,2019-02-02,4.0,4.6,7,14.8,206.0,25.860077495918194,Linguistic Based,Waterfall,9228.8,6.0,3022.821772060841,2.0,2024.0,3808.0,7.48,1887.1024,621.8,39576.38136986301,4.0,3.0,5.0,7.0,8.0,7.0,9.6,8,2.48,90,74.244,82,IBM,T4,Python,MySQL,T2,7,30,77,77,70,14,366296.43782424094,230635.92810043346,4.827615363441495
288,288,Company_2,2021-03-03,2023-05-04,3.0,6.2,2,791.1,274.0,9.564671769774248,Machine Learning chatbot,Waterfall,9206.4,5.0,3122.8204772662352,2.0,2823.0,3546.0,7.36,1662.1168,416.6,53315.14520547946,3.0,5.0,8.0,5.0,9.0,7.0,7.2,8,2.36,95,87.208,75,Salesforce,T4,Java,MongoDB,T3,4,35,50,50,-94,-72,295948.6723504676,199693.68432716475,2.745533910815294
289,289,Company_7,2019-11-29,2020-10-26,3.0,4.2,7,331.1,113.0,59.116934024203715,Linguistic Based,Lean,5062.4,5.0,1841.6898352183616,2.0,2360.0,3208.0,7.36,1911.1168,492.6,20749.772054794517,5.0,8.0,4.0,7.0,9.0,6.0,9.2,8,2.36,90,74.208,82,Salesforce,T1,Python,MySQL,T2,7,9,93,93,-84,13,298749.9944394709,102140.39158361487,3.922482585056347
290,290,Company_1,2020-09-22,2022-06-14,3.0,3.2,1,629.1,429.0,38.82752377657806,Hybrid model,Agile,57657.6,5.0,11058.481880023754,2.0,1408.0,3263.0,7.36,1714.1168,523.6,68280.81534246575,4.0,9.0,8.0,4.0,5.0,7.0,25.2,8,5.36,75,92.208,95,AWS,T4,Java,Oracle,T4,5,42,-97,-97,9,28,288449.3625563793,440556.77345549467,5.452131118321606
291,291,Company_5,2020-02-11,2021-03-23,4.0,6.6,5,404.8,253.0,17.088558029443966,Hybrid model,Agile,62339.2,5.0,16626.28023172373,2.0,2459.0,3510.0,7.48,1345.1024,542.8,45787.870684931506,2.0,10.0,11.0,6.0,6.0,6.0,45.6,8,5.48,75,92.244,95,Azure,T1,Java,Oracle,T4,5,19,-76,-76,-69,-53,273392.34828804596,248391.9529737659,4.424841759577828
292,292,Company_2,2020-09-26,2022-06-22,2.0,5.8,2,633.4,680.0,14.056193194756261,Linguistic Based,Feature-Driven,22848.0,7.0,7829.481715932909,2.0,2070.0,3524.0,7.24,1342.1312,453.4,115757.98356164382,5.0,10.0,10.0,5.0,10.0,7.0,6.8,8,2.24,90,74.172,82,GCP,T5,Python,MySQL,T2,7,68,75,75,-63,-42,373961.4522408799,761527.6566302782,5.5786188839817425
293,293,Company_5,2020-03-15,2021-05-28,3.0,6.2,5,438.1,329.0,45.14310093236469,Voice Bots,Waterfall,81065.59999999999,8.0,23812.152985002504,2.0,1831.0,3830.0,7.36,1613.1168,516.6,59042.61041095889,3.0,5.0,9.0,8.0,5.0,8.0,45.2,8,5.36,80,67.208,75,Salesforce,T3,ASP.Net,PLSQL,T5,6,64,-18,-18,79,-94,236826.66775927448,174119.26923373542,1.9490442245320705
294,294,Company_4,2022-02-18,2025-04-07,2.0,2.8,4,1143.4,18.0,41.6068060345356,Machine Learning chatbot,Agile,1411.1999999999998,7.0,366.77045850536,2.0,2308.0,3658.0,7.24,1785.1312,449.4,3400.1358904109584,3.0,5.0,4.0,5.0,8.0,6.0,14.8,8,1.24,95,87.172,75,Azure,T3,Java,MongoDB,T3,4,58,29,29,13,75,329186.90292064374,12959.24812779124,2.8113912341970884
295,295,Company_7,2019-12-31,2020-12-29,2.0,3.8,7,363.4,557.0,15.73315210466808,Linguistic Based,Lean,24953.6,7.0,6787.125970519916,2.0,2360.0,3771.0,7.24,1259.1312,495.4,101177.44767123288,4.0,7.0,8.0,7.0,10.0,9.0,8.8,8,2.24,90,74.172,82,GCP,T1,Python,MySQL,T2,7,58,16,16,19,-66,377766.5281669201,630127.7415957835,5.227946603706862
296,296,Company_5,2019-07-03,2020-01-02,5.0,7.0,5,181.5,388.0,22.082309021038284,Linguistic Based,Scrum,95603.2,7.0,30641.483143321984,2.0,1844.0,3618.0,7.6,1855.088,509.0,69943.32493150685,3.0,10.0,8.0,5.0,11.0,10.0,46.0,8,5.6,90,74.28,82,Azure,T1,Python,MySQL,T2,7,69,30,30,87,2,370120.41157087544,548763.6138094905,6.845832527219376
297,297,Company_1,2021-03-05,2023-05-08,3.0,3.2,1,793.1,212.0,27.9186373495921,Linguistic Based,Scrum,28492.8,6.0,7736.842370709454,2.0,921.0,3396.0,7.36,1373.1168,560.6,30532.18191780821,3.0,5.0,5.0,7.0,5.0,10.0,25.2,8,5.36,90,74.208,82,Azure,T3,Python,MySQL,T2,7,66,-96,-96,-11,46,322908.7817563814,257359.58868929654,7.429125353114344
298,298,Company_4,2019-05-14,2019-09-24,3.0,3.2,4,132.1,418.0,69.86837831806369,Voice Bots,Waterfall,32771.2,6.0,9674.817189742991,2.0,2311.0,3643.0,7.36,1253.1168,462.6,73850.63671232876,4.0,12.0,13.0,11.0,8.0,5.0,15.2,8,1.3599999999999999,80,67.208,75,Salesforce,T1,ASP.Net,PLSQL,T5,6,40,-1,-1,-21,-3,329976.3681768899,173272.24697748842,1.3462525807656582
299,299,Company_6,2020-12-28,2022-12-25,5.0,6.0,6,725.5,655.0,3.4134598537014678,Linguistic Based,Agile,73360.0,5.0,24808.04804202702,1.0,1664.0,3573.0,7.6,1549.088,477.0,109587.7808219178,2.0,8.0,5.0,8.0,11.0,8.0,22.0,8,4.6,90,74.28,82,Oracle,T4,Python,MySQL,T2,7,99,13,13,-75,-43,283381.3050567764,663883.9172801888,5.058010412301464
300,300,Company_3,2020-09-03,2022-05-07,5.0,6.0,3,609.5,382.0,57.617430914929685,Keyword recognition-based,Extreme Programming,25670.399999999998,6.0,6828.977330347796,2.0,1612.0,3085.0,7.6,1687.088,458.0,60211.153972602726,2.0,9.0,8.0,6.0,7.0,10.0,14.0,8,3.6,85,87.28,70,IBM,T1,R,MySQL,T3,6,53,-25,-25,-24,-51,305545.3143901647,318938.6829722849,4.29700332794499
301,301,Company_7,2022-02-28,2025-04-27,3.0,4.2,7,1153.1,647.0,27.993953398448973,Keyword recognition-based,Agile,28985.6,5.0,9601.956784716425,2.0,987.0,3280.0,7.36,1339.1168,501.6,91051.51232876712,4.0,5.0,7.0,6.0,8.0,8.0,9.2,8,2.36,85,87.208,70,GCP,T3,R,MySQL,T3,6,87,-87,-87,23,-36,287379.6910570376,451094.24592988077,3.9542751613073492
302,302,Company_4,2022-06-08,2025-11-13,3.0,3.2,4,1253.1,256.0,32.38835229528725,Machine Learning chatbot,Extreme Programming,20070.399999999998,6.0,5233.737575167212,2.0,2444.0,2871.0,7.36,1435.1168,622.6,43479.32054794521,2.0,6.0,9.0,10.0,5.0,10.0,15.2,8,1.3599999999999999,95,87.208,75,AWS,T4,Java,MongoDB,T3,4,57,-52,-52,-9,-22,247605.49373583382,140592.47063459913,2.2335480146145796
303,303,Company_4,2021-07-03,2024-01-03,5.0,4.0,4,912.5,213.0,30.045049923091845,button-based,Feature-Driven,16699.2,5.0,4796.817973277622,2.0,767.0,3742.0,7.6,1176.088,486.0,30284.04821917808,4.0,8.0,9.0,7.0,7.0,6.0,16.0,8,1.6,85,92.28,80,Salesforce,T4,Python,Oracle,T1,6,30,38,38,81,20,232834.1135993761,143785.98450003227,3.7479116219665918
304,304,Company_7,2019-08-30,2020-04-27,5.0,5.0,7,239.5,408.0,56.69530394383828,Linguistic Based,Lean,18278.399999999998,7.0,6241.226314061768,2.0,1468.0,3115.0,7.6,1811.088,472.0,64534.645479452054,5.0,5.0,8.0,8.0,6.0,10.0,10.0,8,2.6,90,74.28,82,Azure,T2,Python,MySQL,T2,7,26,-14,-14,-74,-17,319238.37746415247,402136.7212433445,5.231330756614841
305,305,Company_2,2022-08-18,2026-04-04,3.0,6.2,2,1324.1,266.0,28.950360793028622,Hybrid model,Lean,8937.599999999999,5.0,2633.4494937700047,3.0,2800.0,3341.0,7.36,1061.1168,509.6,47252.96876712328,4.0,2.0,6.0,6.0,11.0,11.0,7.2,8,2.36,75,92.208,95,GCP,T3,Java,Oracle,T4,5,8,-63,-63,1,16,283720.4926320428,213303.63498301368,3.514079020817455
306,306,Company_7,2021-03-10,2023-05-18,2.0,3.8,7,798.4,449.0,25.944829538404065,Hybrid model,Feature-Driven,20115.199999999997,6.0,6595.242839115061,2.0,1562.0,3372.0,7.24,1471.1312,334.4,69717.76767123287,3.0,9.0,11.0,7.0,9.0,7.0,8.8,8,2.24,75,92.172,95,Oracle,T4,Java,Oracle,T4,5,90,70,70,-24,98,344885.8950092656,432882.68214148603,5.209072616650967
307,307,Company_6,2020-03-17,2021-06-01,5.0,6.0,6,439.5,716.0,93.77331456149903,button-based,Waterfall,80192.0,5.0,21669.106991992474,2.0,2945.0,3332.0,7.6,1340.088,503.0,133915.14739726024,2.0,9.0,4.0,7.0,11.0,5.0,22.0,8,4.6,85,92.28,80,GCP,T2,Python,Oracle,T1,6,80,3,3,33,-60,262016.5410617732,681590.3513225283,4.089718113071896
308,308,Company_6,2022-06-27,2025-12-21,4.0,5.6,6,1271.8,382.0,21.920238558857392,Hybrid model,Feature-Driven,42784.0,5.0,14172.340743507251,3.0,1810.0,2896.0,7.48,1443.1024,499.8,58514.44602739726,4.0,4.0,6.0,5.0,10.0,8.0,21.6,8,4.48,75,92.244,95,Azure,T1,Java,Oracle,T4,5,53,-28,-28,86,44,302725.99082663545,386994.5874499139,5.6136589120012825
309,309,Company_3,2022-03-17,2025-05-31,3.0,5.2,3,1170.1,4.0,27.841945346548638,button-based,Feature-Driven,268.79999999999995,5.0,83.27727881838634,2.0,1710.0,3494.0,7.36,1409.1168,453.6,651.1956164383562,5.0,6.0,10.0,10.0,7.0,6.0,13.2,8,3.36,85,92.208,80,IBM,T5,Python,Oracle,T1,6,67,78,78,75,-93,247100.8664187255,3288.098070282417,4.04932463806546
310,310,Company_1,2019-02-25,2019-04-21,4.0,3.6,1,53.8,148.0,58.114295573085315,Linguistic Based,Scrum,19891.199999999997,6.0,7182.322366709763,1.0,1176.0,2993.0,7.48,1565.1024,414.8,20967.504657534246,3.0,6.0,4.0,10.0,6.0,4.0,25.6,8,5.48,90,74.244,82,GCP,T1,Python,MySQL,T2,7,77,18,18,-56,45,344017.97276934533,192985.59367189844,8.204032469479053
311,311,Company_5,2020-11-23,2022-10-16,3.0,6.2,5,691.1,37.0,20.52521275033158,button-based,Scrum,9116.8,7.0,3194.137359374446,2.0,1822.0,3167.0,7.36,1252.1168,548.6,5787.69205479452,1.0,8.0,7.0,7.0,7.0,8.0,45.2,8,5.36,85,92.208,80,Azure,T1,Python,Oracle,T1,6,17,-40,-40,95,53,265156.2970997337,37437.09213600328,5.468397382163832
312,312,Company_3,2020-10-18,2022-08-05,5.0,6.0,3,654.5,37.0,48.27144178208323,Machine Learning chatbot,Lean,2486.3999999999996,5.0,806.783789372391,2.0,584.0,3480.0,7.6,1606.088,502.0,5261.460821917808,2.0,6.0,6.0,6.0,4.0,12.0,14.0,8,3.6,95,87.28,75,AWS,T4,Java,MongoDB,T3,4,28,86,86,-34,-15,238849.54899746852,24471.56191342948,3.651096480940738
313,313,Company_3,2020-02-06,2021-03-13,5.0,6.0,3,399.5,376.0,71.33072552084776,Voice Bots,Extreme Programming,25267.199999999997,7.0,6135.633180591576,2.0,1902.0,3511.0,7.6,1414.088,647.0,64734.22027397259,3.0,7.0,6.0,8.0,9.0,8.0,14.0,8,3.6,80,67.28,75,Azure,T2,ASP.Net,PLSQL,T5,6,74,-78,-78,100,16,305123.59954102925,207346.40709639908,2.203041702191723
314,314,Company_6,2022-08-22,2026-04-12,5.0,6.0,6,1327.5,574.0,49.397544629308435,Keyword recognition-based,Waterfall,64287.99999999999,6.0,24502.94190080824,2.0,2251.0,3718.0,7.6,1294.088,591.0,103842.73315068492,2.0,6.0,9.0,6.0,7.0,9.0,22.0,8,4.6,85,87.28,70,AWS,T2,R,MySQL,T3,6,13,53,53,-13,78,350928.98981336143,599700.7880350269,4.7750867089063265
315,315,Company_6,2019-04-18,2019-08-03,4.0,5.6,6,105.8,583.0,50.205286022080344,Voice Bots,Extreme Programming,65295.99999999999,5.0,15578.05314171626,2.0,1908.0,3320.0,7.48,1211.1024,555.8,93945.73808219178,4.0,10.0,10.0,5.0,4.0,6.0,21.6,8,4.48,80,67.244,75,Salesforce,T1,ASP.Net,PLSQL,T5,6,62,29,29,-100,-77,284477.3379431386,335184.80809842236,2.567855391217151
316,316,Company_2,2019-09-01,2020-05-01,4.0,6.6,2,241.8,445.0,59.77630930972015,Hybrid model,Waterfall,14951.999999999998,6.0,4611.252212909613,2.0,1810.0,3764.0,7.48,1545.1024,521.8,78323.901369863,4.0,3.0,7.0,6.0,5.0,6.0,7.6,8,2.48,75,92.244,95,IBM,T3,Java,Oracle,T4,5,60,-90,-90,85,-4,287884.01825379767,366040.36088487424,3.6734183880390443
317,317,Company_7,2019-11-01,2020-08-31,4.0,4.6,7,302.8,474.0,64.23431051852253,Keyword recognition-based,Feature-Driven,21235.199999999997,6.0,6565.975934197784,2.0,2526.0,2737.0,7.48,1710.1024,484.8,81431.901369863,1.0,9.0,7.0,7.0,9.0,12.0,9.6,8,2.48,85,87.244,70,Azure,T2,R,MySQL,T3,6,62,-63,-63,-12,-54,292462.2349603347,340608.3289172914,3.1827382535285684
318,318,Company_1,2019-04-23,2019-08-13,4.0,3.6,1,110.8,305.0,17.52470929760168,Linguistic Based,Extreme Programming,40992.0,5.0,11303.731567526818,3.0,1889.0,3443.0,7.48,1947.1024,510.8,54728.531506849315,4.0,7.0,7.0,7.0,7.0,6.0,25.6,8,5.48,90,74.244,82,IBM,T3,Python,MySQL,T2,7,7,24,24,78,95,291365.58261822903,336837.26437490043,5.154692170623014
319,319,Company_5,2019-10-02,2020-07-02,4.0,6.6,5,272.8,643.0,53.92442163370887,Voice Bots,Waterfall,158435.19999999998,6.0,32134.139880455696,2.0,1647.0,3461.0,7.48,1522.1024,465.8,105108.83178082191,3.0,6.0,4.0,8.0,11.0,10.0,45.6,8,5.48,80,67.244,75,GCP,T2,ASP.Net,PLSQL,T5,6,18,72,72,-38,-99,366554.7831261957,533996.2613682466,4.080412866558747
320,320,Company_7,2019-11-24,2020-10-16,5.0,5.0,7,325.5,505.0,29.0752909200088,Voice Bots,Feature-Driven,22624.0,4.0,7135.519438726907,1.0,1900.0,2882.0,7.6,1263.088,525.0,76437.35342465753,3.0,5.0,5.0,7.0,4.0,8.0,10.0,8,2.6,80,67.28,75,GCP,T1,ASP.Net,PLSQL,T5,6,25,0,0,-87,-25,317557.21655346616,250603.36408173403,2.2785458006306794
321,321,Company_3,2022-07-19,2026-02-03,4.0,5.6,3,1293.8,279.0,39.36250593088276,button-based,Waterfall,18748.8,5.0,6261.6338107206775,2.0,2430.0,3808.0,7.48,1218.1024,521.8,51270.263013698626,3.0,8.0,5.0,4.0,6.0,8.0,13.6,8,3.48,85,92.244,80,IBM,T3,Python,Oracle,T1,6,98,-45,-45,77,-18,324147.7681483836,303651.762316444,4.922570793820834
